"","State","variable","value"
"2856","Virginia","Deaths",3060
"2857","Washington","Deaths",2163
"2858","West Virginia","Deaths",317
"2859","Wisconsin","Deaths",1259
"2860","Wyoming","Deaths",49
"2861","Alabama","Deaths",2488
"2862","Alaska","Deaths",42
"2863","Arizona","Deaths",5526
"2864","Arkansas","Deaths",1229
"2865","California","Deaths",15313
"2866","Colorado","Deaths",2038
"2867","Connecticut","Deaths",4497
"2868","Delaware","Deaths",629
"2869","District of Columbia","Deaths",621
"2870","Florida","Deaths",13617
"2871","Georgia","Deaths",6620
"2872","Guam","Deaths",38
"2873","Hawaii","Deaths",121
"2874","Idaho","Deaths",454
"2875","Illinois","Deaths",8762
"2876","Indiana","Deaths",3530
"2877","Iowa","Deaths",1298
"2878","Kansas","Deaths",629
"2879","Kentucky","Deaths",1161
"2880","Louisiana","Deaths",5407
"2881","Maine","Deaths",140
"2882","Maryland","Deaths",3902
"2883","Massachusetts","Deaths",9347
"2884","Michigan","Deaths",7013
"2885","Minnesota","Deaths",2037
"2886","Mississippi","Deaths",2870
"2887","Missouri","Deaths",2035
"2888","Montana","Deaths",165
"2889","Nebraska","Deaths",477
"2890","Nevada","Deaths",1556
"2891","New Hampshire","Deaths",438
"2892","New Jersey","Deaths",16082
"2893","New Mexico","Deaths",857
"2894","New York","Deaths",32691
"2895","North Carolina","Deaths",3345
"2896","North Dakota","Deaths",206
"2897","Northern Mariana Islands","Deaths",2
"2898","Ohio","Deaths",4687
"2899","Oklahoma","Deaths",970
"2900","Oregon","Deaths",538
"2901","Pennsylvania","Deaths",8137
"2902","Puerto Rico","Deaths",617
"2903","Rhode Island","Deaths",1102
"2904","South Carolina","Deaths",3262
"2905","South Dakota","Deaths",202
"2906","Tennessee","Deaths",2252
"2907","Texas","Deaths",15455
"2908","Utah","Deaths",444
"2909","Vermont","Deaths",58
"2910","Virgin Islands","Deaths",19
"2911","Virginia","Deaths",3089
"2912","Washington","Deaths",2175
"2913","West Virginia","Deaths",319
"2914","Wisconsin","Deaths",1269
"2915","Wyoming","Deaths",50
"2916","Alabama","Deaths",2506
"2917","Alaska","Deaths",43
"2918","Arizona","Deaths",5560
"2919","Arkansas","Deaths",1246
"2920","California","Deaths",15389
"2921","Colorado","Deaths",2042
"2922","Connecticut","Deaths",4499
"2923","Delaware","Deaths",630
"2924","District of Columbia","Deaths",621
"2925","Florida","Deaths",13794
"2926","Georgia","Deaths",6667
"2927","Guam","Deaths",39
"2928","Hawaii","Deaths",123
"2929","Idaho","Deaths",458
"2930","Illinois","Deaths",8793
"2931","Indiana","Deaths",3548
"2932","Iowa","Deaths",1303
"2933","Kansas","Deaths",633
"2934","Kentucky","Deaths",1166
"2935","Louisiana","Deaths",5423
"2936","Maine","Deaths",140
"2937","Maryland","Deaths",3909
"2938","Massachusetts","Deaths",9362
"2939","Michigan","Deaths",7020
"2940","Minnesota","Deaths",2040
"2941","Mississippi","Deaths",2874
"2942","Missouri","Deaths",2055
"2943","Montana","Deaths",165
"2944","Nebraska","Deaths",478
"2945","Nevada","Deaths",1565
"2946","New Hampshire","Deaths",438
"2947","New Jersey","Deaths",16091
"2948","New Mexico","Deaths",859
"2949","New York","Deaths",32696
"2950","North Carolina","Deaths",3380
"2951","North Dakota","Deaths",215
"2952","Northern Mariana Islands","Deaths",2
"2953","Ohio","Deaths",4715
"2954","Oklahoma","Deaths",981
"2955","Oregon","Deaths",540
"2956","Pennsylvania","Deaths",8150
"2957","Puerto Rico","Deaths",627
"2958","Rhode Island","Deaths",1106
"2959","South Carolina","Deaths",3279
"2960","South Dakota","Deaths",210
"2961","Tennessee","Deaths",2287
"2962","Texas","Deaths",15587
"2963","Utah","Deaths",444
"2964","Vermont","Deaths",58
"2965","Virgin Islands","Deaths",19
"2966","Virginia","Deaths",3113
"2967","Washington","Deaths",2175
"2968","West Virginia","Deaths",325
"2969","Wisconsin","Deaths",1275
"2970","Wyoming","Deaths",50
"2971","Alabama","Deaths",2491
"2972","Alaska","Deaths",48
"2973","Arizona","Deaths",5588
"2974","Arkansas","Deaths",1266
"2975","California","Deaths",15533
"2976","Colorado","Deaths",2045
"2977","Connecticut","Deaths",4501
"2978","Delaware","Deaths",631
"2979","District of Columbia","Deaths",623
"2980","Florida","Deaths",13914
"2981","Georgia","Deaths",6717
"2982","Guam","Deaths",40
"2983","Hawaii","Deaths",126
"2984","Idaho","Deaths",458
"2985","Illinois","Deaths",8826
"2986","Indiana","Deaths",3566
"2987","Iowa","Deaths",1312
"2988","Kansas","Deaths",634
"2989","Kentucky","Deaths",1179
"2990","Louisiana","Deaths",5444
"2991","Maine","Deaths",140
"2992","Maryland","Deaths",3917
"2993","Massachusetts","Deaths",9373
"2994","Michigan","Deaths",7028
"2995","Minnesota","Deaths",2046
"2996","Mississippi","Deaths",2894
"2997","Missouri","Deaths",2075
"2998","Montana","Deaths",170
"2999","Nebraska","Deaths",483
"3000","Nevada","Deaths",1573
"3001","New Hampshire","Deaths",438
"3002","New Jersey","Deaths",16097
"3003","New Mexico","Deaths",865
"3004","New York","Deaths",32708
"3005","North Carolina","Deaths",3427
"3006","North Dakota","Deaths",222
"3007","Northern Mariana Islands","Deaths",2
"3008","Ohio","Deaths",4734
"3009","Oklahoma","Deaths",993
"3010","Oregon","Deaths",545
"3011","Pennsylvania","Deaths",8157
"3012","Puerto Rico","Deaths",635
"3013","Rhode Island","Deaths",1107
"3014","South Carolina","Deaths",3297
"3015","South Dakota","Deaths",216
"3016","Tennessee","Deaths",2326
"3017","Texas","Deaths",15637
"3018","Utah","Deaths",448
"3019","Vermont","Deaths",58
"3020","Virgin Islands","Deaths",19
"3021","Virginia","Deaths",3136
"3022","Washington","Deaths",2193
"3023","West Virginia","Deaths",330
"3024","Wisconsin","Deaths",1285
"3025","Wyoming","Deaths",50
"3026","Alabama","Deaths",2501
"3027","Alaska","Deaths",48
"3028","Arizona","Deaths",5623
"3029","Arkansas","Deaths",1285
"3030","California","Deaths",15588
"3031","Colorado","Deaths",2047
"3032","Connecticut","Deaths",4501
"3033","Delaware","Deaths",633
"3034","District of Columbia","Deaths",624
"3035","Florida","Deaths",14021
"3036","Georgia","Deaths",6758
"3037","Guam","Deaths",40
"3038","Hawaii","Deaths",130
"3039","Idaho","Deaths",460
"3040","Illinois","Deaths",8847
"3041","Indiana","Deaths",3577
"3042","Iowa","Deaths",1314
"3043","Kansas","Deaths",634
"3044","Kentucky","Deaths",1185
"3045","Louisiana","Deaths",5444
"3046","Maine","Deaths",140
"3047","Maryland","Deaths",3925
"3048","Massachusetts","Deaths",9391
"3049","Michigan","Deaths",7044
"3050","Minnesota","Deaths",2056
"3051","Mississippi","Deaths",2911
"3052","Missouri","Deaths",2118
"3053","Montana","Deaths",171
"3054","Nebraska","Deaths",484
"3055","Nevada","Deaths",1583
"3056","New Hampshire","Deaths",439
"3057","New Jersey","Deaths",16103
"3058","New Mexico","Deaths",870
"3059","New York","Deaths",32713
"3060","North Carolina","Deaths",3458
"3061","North Dakota","Deaths",230
"3062","Northern Mariana Islands","Deaths",2
"3063","Ohio","Deaths",4740
"3064","Oklahoma","Deaths",1004
"3065","Oregon","Deaths",549
"3066","Pennsylvania","Deaths",8177
"3067","Puerto Rico","Deaths",642
"3068","Rhode Island","Deaths",1107
"3069","South Carolina","Deaths",3323
"3070","South Dakota","Deaths",218
"3071","Tennessee","Deaths",2347
"3072","Texas","Deaths",15792
"3073","Utah","Deaths",448
"3074","Vermont","Deaths",58
"3075","Virgin Islands","Deaths",19
"3076","Virginia","Deaths",3144
"3077","Washington","Deaths",2196
"3078","West Virginia","Deaths",332
"3079","Wisconsin","Deaths",1291
"3080","Wyoming","Deaths",50
"3081","Alabama","Deaths",2502
"3082","Alaska","Deaths",52
"3083","Arizona","Deaths",5623
"3084","Arkansas","Deaths",1308
"3085","California","Deaths",15608
"3086","Colorado","Deaths",2048
"3087","Connecticut","Deaths",4501
"3088","Delaware","Deaths",633
"3089","District of Columbia","Deaths",624
"3090","Florida","Deaths",14031
"3091","Georgia","Deaths",6789
"3092","Guam","Deaths",40
"3093","Hawaii","Deaths",131
"3094","Idaho","Deaths",460
"3095","Illinois","Deaths",8859
"3096","Indiana","Deaths",3580
"3097","Iowa","Deaths",1316
"3098","Kansas","Deaths",636
"3099","Kentucky","Deaths",1189
"3100","Louisiana","Deaths",5465
"3101","Maine","Deaths",140
"3102","Maryland","Deaths",3935
"3103","Massachusetts","Deaths",9404
"3104","Michigan","Deaths",7044
"3105","Minnesota","Deaths",2060
"3106","Mississippi","Deaths",2919
"3107","Missouri","Deaths",2117
"3108","Montana","Deaths",173
"3109","Nebraska","Deaths",485
"3110","Nevada","Deaths",1585
"3111","New Hampshire","Deaths",439
"3112","New Jersey","Deaths",16106
"3113","New Mexico","Deaths",870
"3114","New York","Deaths",32722
"3115","North Carolina","Deaths",3460
"3116","North Dakota","Deaths",234
"3117","Northern Mariana Islands","Deaths",2
"3118","Ohio","Deaths",4741
"3119","Oklahoma","Deaths",1006
"3120","Oregon","Deaths",549
"3121","Pennsylvania","Deaths",8180
"3122","Puerto Rico","Deaths",644
"3123","Rhode Island","Deaths",1107
"3124","South Carolina","Deaths",3326
"3125","South Dakota","Deaths",218
"3126","Tennessee","Deaths",2350
"3127","Texas","Deaths",15831
"3128","Utah","Deaths",453
"3129","Vermont","Deaths",58
"3130","Virgin Islands","Deaths",19
"3131","Virginia","Deaths",3159
"3132","Washington","Deaths",2196
"3133","West Virginia","Deaths",334
"3134","Wisconsin","Deaths",1291
"3135","Wyoming","Deaths",50
"3136","Alabama","Deaths",2501
"3137","Alaska","Deaths",52
"3138","Arizona","Deaths",5624
"3139","Arkansas","Deaths",1329
"3140","California","Deaths",15641
"3141","Colorado","Deaths",2052
"3142","Connecticut","Deaths",4503
"3143","Delaware","Deaths",634
"3144","District of Columbia","Deaths",624
"3145","Florida","Deaths",14036
"3146","Georgia","Deaths",6803
"3147","Guam","Deaths",40
"3148","Hawaii","Deaths",131
"3149","Idaho","Deaths",460
"3150","Illinois","Deaths",8877
"3151","Indiana","Deaths",3591
"3152","Iowa","Deaths",1324
"3153","Kansas","Deaths",641
"3154","Kentucky","Deaths",1195
"3155","Louisiana","Deaths",5480
"3156","Maine","Deaths",140
"3157","Maryland","Deaths",3938
"3158","Massachusetts","Deaths",9415
"3159","Michigan","Deaths",7052
"3160","Minnesota","Deaths",2067
"3161","Mississippi","Deaths",2921
"3162","Missouri","Deaths",2132
"3163","Montana","Deaths",174
"3164","Nebraska","Deaths",487
"3165","Nevada","Deaths",1586
"3166","New Hampshire","Deaths",439
"3167","New Jersey","Deaths",16107
"3168","New Mexico","Deaths",873
"3169","New York","Deaths",32737
"3170","North Carolina","Deaths",3469
"3171","North Dakota","Deaths",237
"3172","Northern Mariana Islands","Deaths",2
"3173","Ohio","Deaths",4746
"3174","Oklahoma","Deaths",1007
"3175","Oregon","Deaths",549
"3176","Pennsylvania","Deaths",8181
"3177","Puerto Rico","Deaths",648
"3178","Rhode Island","Deaths",1110
"3179","South Carolina","Deaths",3337
"3180","South Dakota","Deaths",218
"3181","Tennessee","Deaths",2362
"3182","Texas","Deaths",15898
"3183","Utah","Deaths",453
"3184","Vermont","Deaths",58
"3185","Virgin Islands","Deaths",20
"3186","Virginia","Deaths",3172
"3187","Washington","Deaths",2199
"3188","West Virginia","Deaths",337
"3189","Wisconsin","Deaths",1293
"3190","Wyoming","Deaths",50
"3191","Alabama","Deaths",2517
"3192","Alaska","Deaths",52
"3193","Arizona","Deaths",5632
"3194","Arkansas","Deaths",1350
"3195","California","Deaths",15791
"3196","Colorado","Deaths",2058
"3197","Connecticut","Deaths",4505
"3198","Delaware","Deaths",635
"3199","District of Columbia","Deaths",626
"3200","Florida","Deaths",14142
"3201","Georgia","Deaths",6836
"3202","Guam","Deaths",48
"3203","Hawaii","Deaths",133
"3204","Idaho","Deaths",466
"3205","Illinois","Deaths",8901
"3206","Indiana","Deaths",3612
"3207","Iowa","Deaths",1341
"3208","Kansas","Deaths",650
"3209","Kentucky","Deaths",1205
"3210","Louisiana","Deaths",5490
"3211","Maine","Deaths",141
"3212","Maryland","Deaths",3946
"3213","Massachusetts","Deaths",9423
"3214","Michigan","Deaths",7073
"3215","Minnesota","Deaths",2072
"3216","Mississippi","Deaths",2957
"3217","Missouri","Deaths",2148
"3218","Montana","Deaths",177
"3219","Nebraska","Deaths",493
"3220","Nevada","Deaths",1594
"3221","New Hampshire","Deaths",439
"3222","New Jersey","Deaths",16117
"3223","New Mexico","Deaths",875
"3224","New York","Deaths",32743
"3225","North Carolina","Deaths",3511
"3226","North Dakota","Deaths",242
"3227","Northern Mariana Islands","Deaths",2
"3228","Ohio","Deaths",4783
"3229","Oklahoma","Deaths",1018
"3230","Oregon","Deaths",555
"3231","Pennsylvania","Deaths",8196
"3232","Puerto Rico","Deaths",654
"3233","Rhode Island","Deaths",1113
"3234","South Carolina","Deaths",3359
"3235","South Dakota","Deaths",223
"3236","Tennessee","Deaths",2393
"3237","Texas","Deaths",15994
"3238","Utah","Deaths",457
"3239","Vermont","Deaths",58
"3240","Virgin Islands","Deaths",20
"3241","Virginia","Deaths",3187
"3242","Washington","Deaths",2218
"3243","West Virginia","Deaths",345
"3244","Wisconsin","Deaths",1312
"3245","Wyoming","Deaths",50
"3246","Alabama","Deaths",2540
"3247","Alaska","Deaths",52
"3248","Arizona","Deaths",5654
"3249","Arkansas","Deaths",1369
"3250","California","Deaths",15898
"3251","Colorado","Deaths",2061
"3252","Connecticut","Deaths",4508
"3253","Delaware","Deaths",636
"3254","District of Columbia","Deaths",627
"3255","Florida","Deaths",14316
"3256","Georgia","Deaths",6861
"3257","Guam","Deaths",50
"3258","Hawaii","Deaths",135
"3259","Idaho","Deaths",469
"3260","Illinois","Deaths",8935
"3261","Indiana","Deaths",3632
"3262","Iowa","Deaths",1358
"3263","Kansas","Deaths",678
"3264","Kentucky","Deaths",1208
"3265","Louisiana","Deaths",5511
"3266","Maine","Deaths",141
"3267","Maryland","Deaths",3949
"3268","Massachusetts","Deaths",9456
"3269","Michigan","Deaths",7084
"3270","Minnesota","Deaths",2089
"3271","Mississippi","Deaths",2969
"3272","Missouri","Deaths",2157
"3273","Montana","Deaths",180
"3274","Nebraska","Deaths",493
"3275","Nevada","Deaths",1600
"3276","New Hampshire","Deaths",439
"3277","New Jersey","Deaths",16122
"3278","New Mexico","Deaths",877
"3279","New York","Deaths",32757
"3280","North Carolina","Deaths",3565
"3281","North Dakota","Deaths",250
"3282","Northern Mariana Islands","Deaths",2
"3283","Ohio","Deaths",4804
"3284","Oklahoma","Deaths",1031
"3285","Oregon","Deaths",560
"3286","Pennsylvania","Deaths",8216
"3287","Puerto Rico","Deaths",661
"3288","Rhode Island","Deaths",1114
"3289","South Carolina","Deaths",3378
"3290","South Dakota","Deaths",223
"3291","Tennessee","Deaths",2429
"3292","Texas","Deaths",16102
"3293","Utah","Deaths",460
"3294","Vermont","Deaths",58
"3295","Virgin Islands","Deaths",20
"3296","Virginia","Deaths",3208
"3297","Washington","Deaths",2222
"3298","West Virginia","Deaths",350
"3299","Wisconsin","Deaths",1338
"3300","Wyoming","Deaths",50
